"","date","returns","symbol"
"434",2020-10-01,0.0323921045418534,"dcds"
"435",2020-11-01,0.0125966210515085,"dcds"
"436",2020-12-01,0.119500861166297,"dcds"
"437",2021-01-01,0.0913699959746639,"dcds"
"438",2021-02-01,-0.033763926299187,"dcds"
"439",2021-03-01,0.135390533584921,"dcds"
"440",2021-04-01,0.0169600314980436,"dcds"
"441",2021-05-01,0.0408045535837092,"dcds"
"442",2021-06-01,0.127226040951305,"dcds"
"443",2021-07-01,0.0481573491029004,"dcds"
"444",2014-10-01,0,"e1vfvn30"
"445",2014-11-01,-0.028846153846154,"e1vfvn30"
"446",2014-12-01,-0.0396039603960396,"e1vfvn30"
"447",2015-01-01,-0.0309278350515463,"e1vfvn30"
"448",2015-02-01,-0.0106382978723404,"e1vfvn30"
"449",2015-03-01,0.021505376344086,"e1vfvn30"
"450",2015-04-01,-0.0631578947368421,"e1vfvn30"
"451",2015-05-01,0.0112359550561798,"e1vfvn30"
"452",2015-06-01,0.0111111111111111,"e1vfvn30"
"453",2015-07-01,0.054945054945055,"e1vfvn30"
"454",2015-08-01,0.0520833333333333,"e1vfvn30"
"455",2015-09-01,-0.0792079207920791,"e1vfvn30"
"456",2015-10-01,0,"e1vfvn30"
"457",2015-11-01,0.0430107526881718,"e1vfvn30"
"458",2015-12-01,-0.0309278350515463,"e1vfvn30"
"459",2016-01-01,0,"e1vfvn30"
"460",2016-02-01,-0.0425531914893618,"e1vfvn30"
"461",2016-03-01,0.0222222222222221,"e1vfvn30"
"462",2016-04-01,-0.0108695652173912,"e1vfvn30"
"463",2016-05-01,0.043956043956044,"e1vfvn30"
"464",2016-06-01,0.0315789473684212,"e1vfvn30"
"465",2016-07-01,0.0306122448979591,"e1vfvn30"
"466",2016-08-01,0.00990099009900991,"e1vfvn30"
"467",2016-09-01,0.0392156862745099,"e1vfvn30"
"468",2016-10-01,0.0188679245283019,"e1vfvn30"
"469",2016-11-01,-0.0370370370370371,"e1vfvn30"
"470",2016-12-01,-0.0134615384615385,"e1vfvn30"
"471",2017-01-01,-0.00682261208577006,"e1vfvn30"
"472",2017-02-01,0.0323846908734053,"e1vfvn30"
"473",2017-03-01,0.0171102661596958,"e1vfvn30"
"474",2017-04-01,0.0598130841121496,"e1vfvn30"
"475",2017-05-01,-0.0141093474426808,"e1vfvn30"
"476",2017-06-01,0.0545617173524149,"e1vfvn30"
"477",2017-07-01,0.0712468193384226,"e1vfvn30"
"478",2017-08-01,-0.0150435471100555,"e1vfvn30"
"479",2017-09-01,0.020096463022508,"e1vfvn30"
"480",2017-10-01,0.021276595744681,"e1vfvn30"
"481",2017-11-01,0.0609567901234567,"e1vfvn30"
"482",2017-12-01,0.144,"e1vfvn30"
"483",2018-01-01,0.0432294977749523,"e1vfvn30"
"484",2018-02-01,0.0847044485070079,"e1vfvn30"
"485",2018-03-01,0.0196629213483144,"e1vfvn30"
"486",2018-04-01,0.0523415977961434,"e1vfvn30"
"487",2018-05-01,-0.141361256544503,"e1vfvn30"
"488",2018-06-01,-0.0219512195121951,"e1vfvn30"
"489",2018-07-01,-0.0442643391521197,"e1vfvn30"
"490",2018-08-01,0.0143509458577953,"e1vfvn30"
"491",2018-09-01,0.0160771704180065,"e1vfvn30"
"492",2018-10-01,0.0411392405063291,"e1vfvn30"
"493",2018-11-01,-0.114285714285714,"e1vfvn30"
"494",2018-12-01,0.0418668496911461,"e1vfvn30"
"495",2019-01-01,-0.0711462450592886,"e1vfvn30"
"496",2019-02-01,0.00709219858156018,"e1vfvn30"
"497",2019-03-01,0.0598591549295775,"e1vfvn30"
"498",2019-04-01,-0.0073089700996678,"e1vfvn30"
"499",2019-05-01,-0.0147255689424364,"e1vfvn30"
"500",2019-06-01,-0.0421195652173914,"e1vfvn30"
"501",2019-07-01,0.0319148936170213,"e1vfvn30"
"502",2019-08-01,0.00893470790378004,"e1vfvn30"
"503",2019-09-01,0.00681198910081737,"e1vfvn30"
"504",2019-10-01,0.0487144790257104,"e1vfvn30"
"505",2019-11-01,0,"e1vfvn30"
